Nom,Texte,Image
"Edith Piaf, la môme","  Née en 1915 à Paris, Edith Piaf est incontestablement la chanteuse française la plus connue dans le monde. De très nombreux succès de son répertoire sont considérés comme des standards et ont été réinterprétés dans plusieurs langues : La Vie en rose, La Foule, L’hymne à l’amour, Non je ne regrette rien, etc. Eprouvée par une vie personnelle désastreuse, Edith Piaf s’est éteinte en 1963 à Grasse. Elle n’avait que 47 ans. ",https://www.interflora.fr/blog/wp-content/uploads/2015/03/Edith-Piaf.jpg
"Simone Veil, la femme de loi","  Née en 1927 à Nice, Simone Veil est une rescapée de la Shoah et l’une des femmes politiques les plus influentes en France. Elle obtient son premier poste de ministre en 1974. L’année suivante, elle fait adopter une loi portant son nom qui dépénalise l’IVG (interruption volontaire de grossesse). C’est la première femme présidente du Parlement européen. Elle a également œuvré au sein du Conseil constitutionnel ainsi qu’à l’Académie française. ",https://www.interflora.fr/blog/wp-content/uploads/2015/03/Simone-Veil.jpg
"Sheila, la chanteuse internationale","  Née en 1945 à Créteil, Sheila est une chanteuse de variétés qui débute sa carrière en 1962. Après avoir régné durant près de 20 ans sur les hit-parades français et européens et avoir importé le disco anglais en France, Sheila est la première Française à se classer au sommet des ventes de disques à travers le monde, dont les Etats-Unis avec le titre Spacer en 1979. Bien que discrète, l’artiste est engagée depuis de nombreuses années dans la lutte contre le sida. ",https://www.interflora.fr/blog/wp-content/uploads/2015/03/Sheila.jpg
"Nana Mouskouri, la voix de la liberté","  Née en 1934 en Crête, Nana Mouskouri débute une carrière de chanteuse en 1958 et de femme politique en 1994. Installée à Paris dans les années 60, elle est l’une des artistes qui a vendu le plus de disques dans le monde. Nombre de ces chansons font aujourd’hui partie des classiques, comme le célèbre Je chante avec toi liberté, scandé par les foules lors les manifestations contre les attentats en France, début 2015. ",https://www.interflora.fr/blog/wp-content/uploads/2015/03/Nana-Mouskouri.jpg
"Jeannie Longo, la sportive","  Née en 1958 à Annecy, Jeannie Longo est la coureuse cycliste de tous les records. Elle décroche son premier titre de championne du monde en 1985. Sa carrière sportive est marquée par un palmarès et une longévité exceptionnels : 59 titres nationaux, 13 titres de championne du monde et un titre olympique. Elle a été impliquée dans des affaires de dopage à deux reprises, en 1987 et 2011. ",https://www.interflora.fr/blog/wp-content/uploads/2015/03/Jeannie-Longo.jpg
"Lady Di, la princesse de cœur","  Née en 1961 dans le comté de Norfolk, Diana Spencer épouse le prince de Galles en 1981 pour en divorcer en 1996. Très populaire, Lady Diana est engagée dans de nombreuses causes humanitaires, notamment la lutte contre le sida. En 1987, elle est l’une des premières célébrités à se faire photographier touchant une victime du virus. La princesse de Galles est décédée prématurément à la suite d’un accident de voiture, en 1997 à Paris. ",https://www.interflora.fr/blog/wp-content/uploads/2015/03/Lady-Di.jpg
"Edith Cresson, la femme de pouvoir","  Née en 1934 à Boulogne-Billancourt, Édith Cresson est la première femme à avoir accédé au poste de Premier ministre en France, sous le gouvernement de François Mitterrand en 1991. Ce mandat est aussi le plus court de la Ve République à Matignon (à peine un an). Victime du sexisme de la part des médias comme de la classe politique, Edith Cresson a aussi été critiquée pour de nombreux propos jugés insultants. ",https://www.interflora.fr/blog/wp-content/uploads/2015/03/Edith-Cresson.jpg
"Mylène Farmer, la désenchantée","  Née en 1961 au Québec, Mylène Farmer débute sa carrière dans la chanson en 1984. Aussi rare dans les médias que discrète sur sa vie privée, la chanteuse accumule les records : la meilleure vente de disques en France, le nombre de disques de diamants ou le nombre de titres classés au sommet des hit-parades. En 1991, Désenchantée est son plus grand succès en France et à l’étranger. Elle fait partie des chanteurs français les mieux payés. ",https://www.interflora.fr/blog/wp-content/uploads/2015/03/Myl%C3%A8ne-Farmer.jpg
"Amélie Mauresmo, la conquérante","  Née en 1979 à Saint-Germain-en-Laye, Amélie Mauresmo débute sa carrière sportive en 1993 pour y mettre un terme en 2009. Numéro 1 mondiale à la WTA en 2004 et 2006, elle est la joueuse de tennis française la plus décorée avec un titre olympique et deux titres du Grand Chelem. Nommée Chevalier de la Légion d’honneur en 2006, Amélie Mauresmo se classe régulièrement parmi les sportifs préférés des Français. ",https://www.interflora.fr/blog/wp-content/uploads/2015/03/Am%C3%A9lie-Mauresmo.jpg
"Ellen MacArthur, l’aventurière","  Née en 1976 au Royaume-Uni, Ellen MacArthur est une navigatrice engagée. Après être arrivée deuxième au Vendée Globe 2000-2001, elle bat le record du tour du monde à la voile en solitaire en 2005 et crée sa fondation deux ans plus tard dans l’objectif de construire un avenir durable. Ellen MacArthur parle couramment le français. L’expression « A donf » inscrite sur ses bateaux est d’ailleurs sa favorite ! ",https://www.interflora.fr/blog/wp-content/uploads/2015/03/Ellen-MacArthur.jpg
"Madonna, la star planétaire","  Née en 1958 à Bay City, Madonna est une artiste et femme d’affaires américaine qui a débuté sa carrière dans la chanson en 1983. Engagée et provocatrice, elle connaît rapidement un succès mondial qui lui vaut le surnom de « reine de la pop ». Selon le Guinness des records en 2005, elle est la femme qui a vendu le plus de disques dans l’histoire de la musique. Madonna s’entoure régulièrement de collaborateurs français. ",https://www.interflora.fr/blog/wp-content/uploads/2015/03/Madonna.jpg
"Ingrid Betancourt, la captive","  Née en 1961 en Colombie, Ingrid Betancourt est une femme politique enlevée par les Forces armées révolutionnaires de Colombie (FARC) en 2002 alors qu’elle fait campagne pour l’élection présidentielle. L’enlèvement suscite une vive émotion en France, où le gouvernement tente des négociations pour la libérer. La Franco-Colombienne est délivrée en 2008. Désignée présidente d’honneur internationale des Verts, Ingrid Betancourt a depuis reçu de nombreuses distinctions. ",https://www.interflora.fr/blog/wp-content/uploads/2015/03/Ingrid-Betancourt.jpg
"Aung San Suu Kyi, la Dame de Rangoon","  Née à Rangoun en 1945, Aung San Suu Kyi est une femme politique birmane dont le sort a ému et mobilisé le monde entier, dont la France. En 1990, son parti opposé à la dictature en Birmanie, la Ligue nationale pour la démocratie, remportent les élections mais sont annulées par la junte militaire. Aung San Suu Kyi est alors enfermée pour n’être libérée qu’en 2010. Neuf fois lauréate au prix Nobel, elle est élue députée en 2012. ",https://www.interflora.fr/blog/wp-content/uploads/2015/03/Aung-San-Suu-Kyi.jpg
"Christine Lagarde, la femme influente","  Née en 1956 à Paris, Christine Lagarde entame une carrière d’avocate et de femme d’affaires avant de se lancer en politique. De 2005 à 2011, elle dirige ainsi plusieurs ministères, dont celui de l’économie. En 2011, elle est la première femme à occuper le poste de directrice générale du FMI (Fonds monétaire international). Elle est la 5e femme la plus puissante dans le monde, selon le magazine américain Forbes. ",https://www.interflora.fr/blog/wp-content/uploads/2015/03/Christine-Lagarde.jpg
Greta Thunberg: la voix de la jeunesse pour la protection de l’environnement,"Greta Thunberg est une activiste suédoise née le 3 janvier 2003 à Stockholm, en Suède. Elle est devenue mondialement célèbre pour son engagement en faveur de l action climatique et de la lutte contre le changement climatique.",https://www.femmescelebres.com/wp-content/uploads/2023/03/Greta_Thunberg_4.jpg
"Nadia Comaneci, la plus grande gymnaste","Nadia Comaneci est une gymnaste roumaine née le 12 novembre 1961 à Gheorgheni, en Roumanie. Elle est surtout connue pour ses performances exceptionnelles aux Jeux olympiques d été de 1976 à Montréal, où elle a marqué l histoire de la gymnastique avec plusieurs réalisations importantes.",https://www.femmescelebres.com/wp-content/uploads/2010/11/Capture-d’écran-2011-01-27-à-07.10.19-300x161.png
"Anne-Sophie Pic, la cuisinière étoilée","Anne-Sophie Pic est une célèbre cheffe cuisinière française, née le 12 juillet 1969 à Valence, en France. Elle appartient à la célèbre famille Pic, connue pour ses talents culinaires depuis plusieurs générations.",https://www.femmescelebres.com/wp-content/uploads/2010/10/pic-150x150.jpg
"Jane Goodall, la grande primatologue","Jane Goodall est une primatologue renommée et une défenseure de l environnement née le 3 avril 1934 à Londres, au Royaume-Uni. Elle est principalement connue pour ses recherches révolutionnaires sur les chimpanzés en Afrique, ainsi que pour son engagement passionné en faveur de la conservation de la faune et de la protection de l environnement.",https://www.femmescelebres.com/wp-content/uploads/2010/10/Capture-d’écran-2011-01-26-à-09.59.51-195x110.png
"Billie Holiday, l’âme du jazz américain","Billie Holiday, de son vrai nom Eleanora Fagan, est une icône légendaire du jazz américain, née le 7 avril 1915 à Philadelphie, en Pennsylvanie, et décédée le 17 juillet 1959 à New York.",http://www.femmescelebres.com/wp-content/uploads/2010/09/Capture-d’écran-2011-01-27-à-11.40.29.png
